_,Starting chaos monkey,2024-11-20 09:12:02_793
site_2,Changing voltage for 05AIUKWJK40A4PVE from site_2 to set_high_voltage,2024-11-20 09:31:47_584
site_8,Changing board state to Standby_active,2024-11-20 09:31:50_662
site_5,Changing voltage for 01Y6RMQ95B1Q2OOR from site_5 to set_high_voltage,2024-11-20 09:31:52_168
site_8,Changing board state to Standby_failed,2024-11-20 09:31:53_319
site_3,Changing voltage for 184RU0KYYQ42BSF3 from site_3 to set_normal_voltage,2024-11-20 09:31:53_674
site_3,Changing voltage for UJB2W4MYAYQK05NZ from site_3 to set_low_voltage,2024-11-20 09:31:54_624
site_3,Changing board state to Standby_active,2024-11-20 09:32:01_835
site_4,Changing voltage for 1680AHYS94MPGAHR from site_4 to set_normal_voltage,2024-11-20 09:32:02_811
site_1,Changing board state to Standby_active,2024-11-20 09:32:06_454
site_4,Changing board state to Standby_failed,2024-11-20 09:32:08_662
site_3,Changing board state to Standby_failed,2024-11-20 09:32:13_568
site_6,Changing voltage for O4FZKOZ8HVGCPZMB from site_6 to set_normal_voltage,2024-11-20 09:32:24_002
site_8,Changing board state to Standby_active,2024-11-20 09:32:28_456
site_8,Changing board state to Standby_failed,2024-11-20 09:32:33_881
site_6,Changing board state to Standby_failed,2024-11-20 09:32:37_407
site_5,Changing voltage for 1V54SZUP0DGR5VGA from site_5 to set_normal_voltage,2024-11-20 09:32:41_951
site_3,Changing voltage for 6YQNYKYLLT2FB7GT from site_3 to set_normal_voltage,2024-11-20 09:32:44_310
site_3,Changing board state to Standby_active,2024-11-20 09:32:44_365
site_6,Changing voltage for XLO8GAXGURDAJFBB from site_6 to set_high_voltage,2024-11-20 09:32:45_572
site_8,Changing voltage for 9SL7C0UGYA642JHP from site_8 to set_normal_voltage,2024-11-20 09:32:50_225
site_7,Changing voltage for 7UQLRJ8GUI9J0GY7 from site_7 to set_normal_voltage,2024-11-20 09:32:50_940
site_5,Changing board state to Standby_active,2024-11-20 09:32:53_413
site_6,Changing board state to Standby_active,2024-11-20 09:33:07_659
site_5,Changing voltage for 9RWZKUK4N9QA6VIE from site_5 to set_low_voltage,2024-11-20 09:33:20_900
site_6,Changing voltage for V6IENT2F1THH02H2 from site_6 to set_low_voltage,2024-11-20 09:33:21_348
site_4,Changing voltage for 6N4BE3LUC3TXLDRT from site_4 to set_high_voltage,2024-11-20 09:33:23_375
site_2,Changing voltage for QOISHEMLFTTF4XY7 from site_2 to set_low_voltage,2024-11-20 09:33:32_474
site_4,Changing voltage for 1680AHYS94MPGAHR from site_4 to set_normal_voltage,2024-11-20 09:33:36_742
site_5,Changing board state to Standby_failed,2024-11-20 09:33:44_081
site_5,Changing board state to Standby_active,2024-11-20 09:33:47_124
site_7,Changing board state to Standby_active,2024-11-20 09:33:48_929
site_6,Changing board state to Standby_failed,2024-11-20 09:33:49_629
site_1,Changing board state to Standby_failed,2024-11-20 09:33:51_733
site_1,Changing board state to Standby_active,2024-11-20 09:33:53_702
site_7,Changing board state to Standby_failed,2024-11-20 09:33:54_276
site_7,Changing board state to Standby_active,2024-11-20 09:33:55_342
site_1,Changing board state to Standby_failed,2024-11-20 09:33:56_781
site_2,Changing voltage for 05AIUKWJK40A4PVE from site_2 to set_high_voltage,2024-11-20 09:33:58_094
site_1,Changing board state to Standby_active,2024-11-20 09:34:00_233
site_2,Changing voltage for 8T9WOFKPLP7J8P17 from site_2 to set_high_voltage,2024-11-20 09:34:19_013
site_2,Changing board state to Standby_failed,2024-11-20 09:34:21_358
site_1,Changing board state to Standby_failed,2024-11-20 09:34:21_661
site_5,Changing board state to Standby_failed,2024-11-20 09:34:22_045
site_1,Changing board state to Standby_active,2024-11-20 09:34:22_754
site_1,Changing board state to Standby_failed,2024-11-20 09:34:24_303
site_4,Changing voltage for I1J3L4IJV9JUNI7W from site_4 to set_normal_voltage,2024-11-20 09:34:26_372
site_2,Changing board state to Standby_active,2024-11-20 09:34:28_352
site_1,Changing voltage for 32X65CP9PI70XKLQ from site_1 to set_high_voltage,2024-11-20 09:34:29_417
site_1,Changing board state to Standby_active,2024-11-20 09:34:34_159
site_6,Changing voltage for JU9CNI8H2I1H2662 from site_6 to set_high_voltage,2024-11-20 09:34:34_607
site_4,Changing board state to Standby_active,2024-11-20 09:34:39_729
site_6,Changing board state to Standby_active,2024-11-20 09:34:40_148
site_7,Changing voltage for JTG8XPF6U77LCXEC from site_7 to set_high_voltage,2024-11-20 09:34:40_589
site_7,Changing voltage for H4I3VKV86O08XJSF from site_7 to set_low_voltage,2024-11-20 09:34:43_650
site_8,Changing board state to Standby_active,2024-11-20 09:34:46_818
site_6,Changing board state to Standby_failed,2024-11-20 09:34:47_046
site_4,Changing voltage for W9U6ZMB23D6MJ3C3 from site_4 to set_normal_voltage,2024-11-20 09:34:48_744
site_2,Changing board state to Standby_failed,2024-11-20 09:34:51_175
site_8,Changing voltage for 8UNVEJ7P2RO5D9FA from site_8 to set_normal_voltage,2024-11-20 09:34:52_479
site_7,Changing voltage for Z6RROEY7T6ULNNE1 from site_7 to set_normal_voltage,2024-11-20 09:34:56_358
site_4,Changing voltage for HUIRFWVIICY5ICKU from site_4 to set_normal_voltage,2024-11-20 09:34:58_476
site_7,Changing voltage for NZS8AUTPJCPJGPLH from site_7 to set_normal_voltage,2024-11-20 09:35:01_101
site_4,Changing board state to Standby_failed,2024-11-20 09:35:01_161
site_7,Changing voltage for IKMHWE6RYXGOP28C from site_7 to set_high_voltage,2024-11-20 09:35:03_936
site_1,Changing board state to Standby_failed,2024-11-20 09:35:09_402
site_4,Changing board state to Standby_active,2024-11-20 09:35:11_743
site_7,Changing voltage for VSV7U3DWMYS7ADSL from site_7 to set_low_voltage,2024-11-20 09:35:18_037
site_8,Changing board state to Standby_failed,2024-11-20 09:35:19_785
site_7,Changing voltage for Q5T212GUMBTWAVK7 from site_7 to set_normal_voltage,2024-11-20 09:35:23_501
site_2,Changing board state to Standby_active,2024-11-20 09:35:24_642
site_1,Changing voltage for R5ZLSI92IEQAASPI from site_1 to set_low_voltage,2024-11-20 09:35:26_150
site_2,Changing voltage for W9U6ZMB23D6MJ3C3 from site_2 to set_normal_voltage,2024-11-20 09:35:28_316
site_5,Changing board state to Standby_active,2024-11-20 09:35:28_499
site_1,Changing board state to Standby_active,2024-11-20 09:35:29_706
site_4,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 09:35:42_856
site_4,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 09:35:55_963
site_7,Changing voltage for PFI4ZA6WX9R507NX from site_7 to set_high_voltage,2024-11-20 09:35:57_434
site_7,Changing voltage for 1MM5EV5FKOIWQ9E0 from site_7 to set_high_voltage,2024-11-20 09:35:58_728
site_1,Changing board state to Standby_failed,2024-11-20 09:36:01_300
site_3,Changing board state to Standby_failed,2024-11-20 09:36:09_052
site_5,Changing voltage for QPLVPXG5UAWCBIHP from site_5 to set_low_voltage,2024-11-20 09:36:12_526
site_2,Changing board state to Standby_failed,2024-11-20 09:36:16_814
site_2,Changing board state to Standby_active,2024-11-20 09:36:19_276
site_6,Changing voltage for 1OCJC8RL5FU0I61S from site_6 to set_normal_voltage,2024-11-20 09:36:25_168
site_4,Changing voltage for ATWCPFXF1NLREALD from site_4 to set_normal_voltage,2024-11-20 09:36:29_429
site_7,Changing board state to Standby_failed,2024-11-20 09:36:38_712
site_2,Changing board state to Standby_failed,2024-11-20 09:36:40_167
site_3,Changing voltage for NIWU3TOWGFK9JK7X from site_3 to set_high_voltage,2024-11-20 09:36:42_888
site_5,Changing voltage for VSK0G5Z4Q590UHF9 from site_5 to set_high_voltage,2024-11-20 09:36:45_045
site_7,Changing voltage for ZD4TR2NKO8VYIYFS from site_7 to set_low_voltage,2024-11-20 09:36:47_236
site_2,Changing board state to Standby_active,2024-11-20 09:36:49_239
site_5,Changing voltage for 039QZI6OWHAOMLOC from site_5 to set_low_voltage,2024-11-20 09:36:50_873
site_4,Changing board state to Standby_active,2024-11-20 09:36:52_709
site_5,Changing board state to Standby_failed,2024-11-20 09:36:57_228
site_6,Changing voltage for 1OCJC8RL5FU0I61S from site_6 to set_normal_voltage,2024-11-20 09:37:00_931
site_3,Changing voltage for 8T9WOFKPLP7J8P17 from site_3 to set_low_voltage,2024-11-20 09:37:02_307
site_1,Changing board state to Standby_active,2024-11-20 09:37:10_441
site_7,Changing board state to Standby_active,2024-11-20 09:37:12_871
site_4,Changing voltage for VFII93IG8BIG7ORJ from site_4 to set_normal_voltage,2024-11-20 09:37:14_725
site_3,Changing board state to Standby_active,2024-11-20 09:37:17_707
site_6,Changing voltage for GO43QKFUFJGOHRDR from site_6 to set_normal_voltage,2024-11-20 09:37:18_432
site_4,Changing board state to Standby_failed,2024-11-20 09:37:21_621
site_7,Changing board state to Standby_failed,2024-11-20 09:37:22_836
site_1,Changing voltage for 0P34OTM1BOCMTVSP from site_1 to set_normal_voltage,2024-11-20 09:37:24_116
site_1,Changing voltage for JJ8YOGYEVYQXIVWG from site_1 to set_normal_voltage,2024-11-20 09:37:26_409
site_4,Changing board state to Standby_active,2024-11-20 09:37:30_102
site_1,Changing board state to Standby_failed,2024-11-20 09:37:31_241
site_6,Changing voltage for S7QPMTODRNLHGGB8 from site_6 to set_normal_voltage,2024-11-20 09:37:35_606
site_8,Changing voltage for HUIRFWVIICY5ICKU from site_8 to set_normal_voltage,2024-11-20 09:37:36_789
site_2,Changing board state to Standby_failed,2024-11-20 09:37:42_393
site_6,Changing board state to Standby_active,2024-11-20 09:37:47_411
site_6,Changing voltage for 0P34OTM1BOCMTVSP from site_6 to set_normal_voltage,2024-11-20 09:37:48_356
site_2,Changing voltage for RZE2SP68R7Y1NKCB from site_2 to set_normal_voltage,2024-11-20 09:37:49_542
site_6,Changing board state to Standby_failed,2024-11-20 09:37:49_564
site_1,Changing board state to Standby_active,2024-11-20 09:37:52_676
site_3,Changing voltage for HASYFDYE8Q5XI1CE from site_3 to set_low_voltage,2024-11-20 09:37:54_913
site_1,Connection error,2024-11-20 09:37:59_588
_,Exiting chaos monkey,2024-11-20 09:37:59_588
