_,Starting chaos monkey,2024-11-19 19:17:37_706
site_6,Changing board state to Standby_active,2024-11-19 19:36:39_575
site_2,Changing voltage for ZKH169X3YHXFGRSG from site_2 to set_low_voltage,2024-11-19 19:36:41_628
site_6,Changing voltage for 6342QJX1G8BK3CXO from site_6 to set_normal_voltage,2024-11-19 19:36:43_232
site_5,Changing voltage for S9QGGZOCYEFMLWHS from site_5 to set_high_voltage,2024-11-19 19:36:44_772
site_7,Changing voltage for R17W7TELMHSMJUFT from site_7 to set_high_voltage,2024-11-19 19:36:49_156
site_1,Changing board state to Standby_active,2024-11-19 19:36:50_131
site_5,Changing voltage for 94ID05IH7SCWT0SW from site_5 to set_high_voltage,2024-11-19 19:36:58_634
site_4,Changing voltage for 04CY6S4GHLR6E1VX from site_4 to set_normal_voltage,2024-11-19 19:37:00_734
site_1,Changing voltage for R17W7TELMHSMJUFT from site_1 to set_normal_voltage,2024-11-19 19:37:02_257
site_3,Changing voltage for LT2EGU9PIFZU91YL from site_3 to set_normal_voltage,2024-11-19 19:37:04_191
site_7,Changing board state to Standby_failed,2024-11-19 19:37:05_954
site_7,Changing voltage for 82Z6FQO2RJFGZIGM from site_7 to set_normal_voltage,2024-11-19 19:37:06_880
site_2,Changing voltage for P3D20LT6DTV7R1RS from site_2 to set_high_voltage,2024-11-19 19:37:09_624
site_3,Changing board state to Standby_active,2024-11-19 19:37:10_115
site_4,Changing voltage for CDTA129BFJI4ZO04 from site_4 to set_low_voltage,2024-11-19 19:37:13_773
site_2,Changing voltage for Q1NYYSWIT0HLH6S7 from site_2 to set_normal_voltage,2024-11-19 19:37:18_144
site_6,Changing board state to Standby_failed,2024-11-19 19:37:24_749
site_3,Changing board state to Standby_failed,2024-11-19 19:37:26_276
site_3,Changing board state to Standby_active,2024-11-19 19:37:27_072
site_3,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 19:37:42_573
site_3,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 19:37:56_127
site_6,Changing voltage for LT2EGU9PIFZU91YL from site_6 to set_normal_voltage,2024-11-19 19:37:59_342
site_4,Changing voltage for 94ID05IH7SCWT0SW from site_4 to set_high_voltage,2024-11-19 19:38:06_766
site_2,Changing voltage for 2Y2FYT4UD6OSSCWJ from site_2 to set_normal_voltage,2024-11-19 19:38:07_296
site_4,Changing board state to Standby_active,2024-11-19 19:38:11_577
site_2,Changing board state to Standby_active,2024-11-19 19:38:22_015
site_4,Changing voltage for R17W7TELMHSMJUFT from site_4 to set_normal_voltage,2024-11-19 19:38:26_170
site_5,Changing board state to Standby_failed,2024-11-19 19:38:28_186
site_2,Changing voltage for 2WMGR015ZSEQRWQ4 from site_2 to set_high_voltage,2024-11-19 19:38:30_901
site_3,Changing board state to Standby_active,2024-11-19 19:38:36_786
site_1,Changing voltage for CDTA129BFJI4ZO04 from site_1 to set_high_voltage,2024-11-19 19:38:40_837
site_6,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 19:39:04_305
site_6,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 19:39:11_693
site_5,Changing voltage for UOAC0M3EXM32RIFW from site_5 to set_normal_voltage,2024-11-19 19:39:14_662
site_7,Changing board state to Standby_active,2024-11-19 19:39:18_502
site_2,Changing voltage for HDD7216U0MFKYXVJ from site_2 to set_high_voltage,2024-11-19 19:39:30_524
site_1,Changing board state to Standby_failed,2024-11-19 19:39:31_807
site_3,Changing board state to Standby_failed,2024-11-19 19:39:33_702
site_4,Changing board state to Standby_failed,2024-11-19 19:39:35_924
site_1,Changing board state to Standby_active,2024-11-19 19:39:37_116
site_2,Changing voltage for ME5GAVCLWZZ8DD09 from site_2 to set_normal_voltage,2024-11-19 19:39:40_258
site_5,Changing voltage for DNZ50PXV88Q7UNA2 from site_5 to set_low_voltage,2024-11-19 19:39:40_902
site_6,Changing board state to Standby_active,2024-11-19 19:39:45_016
site_7,Changing board state to Standby_failed,2024-11-19 19:39:51_580
site_5,Changing voltage for 41LQF3Y32EW7JW1E from site_5 to set_normal_voltage,2024-11-19 19:39:56_131
site_6,Changing voltage for EVJCGOKASVBO85S7 from site_6 to set_high_voltage,2024-11-19 19:40:03_122
site_1,Changing board state to Standby_failed,2024-11-19 19:40:04_716
site_3,Changing voltage for WEDLT70M7OZIMZV5 from site_3 to set_normal_voltage,2024-11-19 19:40:05_818
site_4,Changing board state to Standby_active,2024-11-19 19:40:08_339
site_6,Changing board state to Standby_failed,2024-11-19 19:40:09_368
site_5,Changing board state to Standby_active,2024-11-19 19:40:09_648
site_5,Changing voltage for W9DRQARTHT44P08K from site_5 to set_normal_voltage,2024-11-19 19:40:12_429
site_3,Changing board state to Standby_active,2024-11-19 19:40:14_222
site_6,Changing voltage for A2F9MMA2C226PNUX from site_6 to set_normal_voltage,2024-11-19 19:40:17_142
site_1,Changing board state to Standby_active,2024-11-19 19:40:19_537
site_3,Changing board state to Standby_failed,2024-11-19 19:40:26_254
site_4,Changing voltage for P3D20LT6DTV7R1RS from site_4 to set_high_voltage,2024-11-19 19:40:26_954
site_6,Changing voltage for A2F9MMA2C226PNUX from site_6 to set_normal_voltage,2024-11-19 19:40:31_653
site_6,Changing board state to Standby_active,2024-11-19 19:40:37_711
site_5,Changing voltage for GS2FSDE95YY3I2EQ from site_5 to set_low_voltage,2024-11-19 19:40:43_806
site_4,Changing voltage for W9DRQARTHT44P08K from site_4 to set_normal_voltage,2024-11-19 19:40:44_901
site_6,Changing voltage for S9QGGZOCYEFMLWHS from site_6 to set_low_voltage,2024-11-19 19:40:45_801
site_3,Changing voltage for HOEQ8O9SUMPE80JN from site_3 to set_normal_voltage,2024-11-19 19:40:52_726
site_7,Changing voltage for 82Z6FQO2RJFGZIGM from site_7 to set_high_voltage,2024-11-19 19:40:54_438
site_4,Changing board state to Standby_failed,2024-11-19 19:40:57_289
site_7,Changing board state to Standby_active,2024-11-19 19:41:03_664
site_1,Changing voltage for Y7SEZUM3DMK4MSS0 from site_1 to set_low_voltage,2024-11-19 19:41:03_988
site_4,Changing voltage for 8E913U7XCVXNUIQJ from site_4 to set_normal_voltage,2024-11-19 19:41:09_403
site_3,Changing voltage for ZD98BY29VUQO6VTN from site_3 to set_high_voltage,2024-11-19 19:41:13_306
site_3,Changing board state to Standby_active,2024-11-19 19:41:14_166
site_1,Changing board state to Standby_failed,2024-11-19 19:41:18_438
site_3,Changing voltage for 6EPS6K6TM8X32S6B from site_3 to set_normal_voltage,2024-11-19 19:41:23_810
site_7,Changing voltage for 15FOFS277V2PN76Z from site_7 to set_high_voltage,2024-11-19 19:41:26_981
site_5,Changing voltage for HOEQ8O9SUMPE80JN from site_5 to set_normal_voltage,2024-11-19 19:41:28_870
site_6,Changing voltage for M4H0CPROCAB15QX6 from site_6 to set_high_voltage,2024-11-19 19:41:31_285
site_2,Changing voltage for RBQQLRUTJ1SV96ZX from site_2 to set_low_voltage,2024-11-19 19:41:35_066
site_4,Changing voltage for PIRCAAETV6KZSR9R from site_4 to set_low_voltage,2024-11-19 19:41:37_318
site_1,Changing voltage for XBHRLS2QBE024EMT from site_1 to set_normal_voltage,2024-11-19 19:41:38_286
site_1,Changing board state to Standby_active,2024-11-19 19:41:39_273
site_5,Changing board state to Standby_failed,2024-11-19 19:41:41_244
site_4,Changing voltage for S9QGGZOCYEFMLWHS from site_4 to set_high_voltage,2024-11-19 19:41:44_517
site_7,Changing voltage for 3EW0CWX46TAPWDZ3 from site_7 to set_low_voltage,2024-11-19 19:41:46_251
site_7,Changing board state to Standby_failed,2024-11-19 19:41:53_657
site_7,Changing board state to Standby_active,2024-11-19 19:41:56_949
site_7,Changing board state to Standby_failed,2024-11-19 19:41:58_571
site_4,Changing voltage for 6EPS6K6TM8X32S6B from site_4 to set_normal_voltage,2024-11-19 19:41:59_573
site_7,Changing board state to Standby_active,2024-11-19 19:42:02_604
site_1,Changing board state to Standby_failed,2024-11-19 19:42:14_786
site_2,Changing voltage for 9MHD1Y0DDAEU59FH from site_2 to set_high_voltage,2024-11-19 19:42:17_647
site_3,Changing board state to Standby_failed,2024-11-19 19:42:17_870
site_3,Changing board state to Standby_active,2024-11-19 19:42:18_150
site_5,Changing board state to Standby_active,2024-11-19 19:42:19_131
site_7,Changing board state to Standby_failed,2024-11-19 19:42:21_597
site_1,Changing voltage for F2GT8ETBMLYU8PC5 from site_1 to set_normal_voltage,2024-11-19 19:42:24_364
site_1,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 19:42:36_826
site_1,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 19:42:53_016
site_3,Changing voltage for L1G2ITV851O5KXWI from site_3 to set_normal_voltage,2024-11-19 19:43:02_742
site_4,Changing board state to Standby_active,2024-11-19 19:43:06_402
site_2,Changing voltage for W9DRQARTHT44P08K from site_2 to set_normal_voltage,2024-11-19 19:43:06_698
site_6,Changing voltage for 62JKDTNI1P8XBBXU from site_6 to set_normal_voltage,2024-11-19 19:43:11_229
site_1,Changing board state to Standby_active,2024-11-19 19:43:11_604
site_2,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 19:43:23_946
site_2,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 19:43:28_511
site_4,Changing board state to Standby_failed,2024-11-19 19:43:33_637
site_3,Connection error,2024-11-19 19:43:36_563
_,Exiting chaos monkey,2024-11-19 19:43:36_563
